@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute '' numeric

@data
80,'2024/04/07 20:53:55:344',1,0.247268,0.254904,0.266032,0.289428,0.326272,0.366886,0.407276,0.450157,0.488458,0.522821,0.558397,0.589672,0.6082,0.615318,0.617422,0.617924,0.275403,0.29928,0.332004,0.369775,0.402034,0.463188,0.496274,0.533684,0.566794,0.590704,0.435794,0.437861,0.440251,0.442537,0.400976,0.420947,0.442658,0.46279,0.48079,0.322328,0.344134,0.365507,0.385638,0.365967,0.344222,0.484139,0.505944,0.526529,0.546336,0.528016,0.507563,0.354092,0.388282,0.422751,0.443453,0.46583,0.498993,0.529276,0.500487,0.469229,0.445979,0.423827,0.388766,0.364771,0.423073,0.443776,0.46659,0.518939,0.467427,0.444617,1
81,'2024/04/07 20:53:55:378',1,0.241962,0.250082,0.26085,0.282989,0.318722,0.358444,0.399061,0.442636,0.482013,0.517758,0.553506,0.58448,0.602704,0.610282,0.613721,0.61439,0.270894,0.293319,0.324408,0.359446,0.392057,0.456533,0.489825,0.525721,0.55825,0.583482,0.427061,0.429061,0.431214,0.433183,0.394386,0.413436,0.4341,0.453327,0.47107,0.315322,0.336462,0.357859,0.377861,0.357876,0.336575,0.477822,0.498833,0.519268,0.539842,0.520557,0.500314,0.349089,0.382567,0.415026,0.43483,0.455568,0.488497,0.521398,0.491201,0.460257,0.438497,0.416889,0.384053,0.35937,0.41533,0.435333,0.456685,0.511479,0.458141,0.436765,1
82,'2024/04/07 20:53:55:445',1,0.24003,0.250256,0.262279,0.284789,0.320934,0.359754,0.39922,0.441718,0.4809,0.514815,0.549338,0.579645,0.597268,0.604267,0.608025,0.610528,0.262546,0.287116,0.320825,0.357666,0.391683,0.450034,0.48397,0.52153,0.554909,0.57988,0.422546,0.424846,0.427267,0.429589,0.388516,0.408171,0.429588,0.449489,0.467717,0.307772,0.329285,0.351622,0.372919,0.351588,0.329212,0.471868,0.492714,0.514619,0.536689,0.515919,0.494234,0.34303,0.374802,0.40839,0.429587,0.45214,0.485415,0.518092,0.48975,0.457696,0.43355,0.410818,0.37664,0.353681,0.408825,0.430137,0.453137,0.507593,0.455234,0.431918,1
83,'2024/04/07 20:53:55:479',1,0.230797,0.241038,0.253629,0.277759,0.315541,0.355696,0.396171,0.440187,0.478723,0.512123,0.54563,0.576461,0.596067,0.604072,0.606264,0.607214,0.255019,0.278146,0.310828,0.348088,0.380573,0.447253,0.481325,0.518385,0.551468,0.576866,0.417107,0.4197,0.422478,0.425357,0.383217,0.404037,0.426224,0.446622,0.465233,0.300551,0.322278,0.343828,0.364841,0.344792,0.322695,0.469636,0.49101,0.512576,0.534387,0.514003,0.492714,0.340381,0.373426,0.406928,0.427746,0.451011,0.484358,0.51703,0.488082,0.45691,0.43225,0.409799,0.375228,0.351311,0.407851,0.428757,0.45251,0.505799,0.454,0.429959,1
84,'2024/04/07 20:53:55:511',1,0.223998,0.233655,0.245971,0.269815,0.307082,0.348664,0.390992,0.433921,0.47233,0.507852,0.543899,0.574617,0.592192,0.598962,0.600939,0.600841,0.248042,0.272968,0.306341,0.343693,0.377535,0.44096,0.474123,0.510607,0.54369,0.569751,0.412371,0.414722,0.4174,0.419978,0.38061,0.399716,0.420813,0.440224,0.458163,0.295027,0.316554,0.339372,0.360531,0.339378,0.316696,0.463255,0.484102,0.506305,0.528391,0.508431,0.486656,0.333799,0.368518,0.402135,0.421972,0.44293,0.476107,0.508327,0.479199,0.448346,0.425939,0.404431,0.370211,0.344293,0.402765,0.42275,0.444388,0.498238,0.445503,0.423869,1
85,'2024/04/07 20:53:55:544',1,0.222745,0.229957,0.239912,0.262966,0.301276,0.342685,0.382252,0.42663,0.465806,0.502587,0.537901,0.568733,0.587334,0.594877,0.596543,0.598538,0.24824,0.271802,0.302654,0.337821,0.369153,0.43799,0.472556,0.50918,0.542196,0.56783,0.406973,0.409081,0.411428,0.413729,0.372003,0.392728,0.414481,0.434747,0.45328,0.294001,0.315286,0.336624,0.357007,0.337325,0.315699,0.458377,0.479824,0.499897,0.521195,0.501325,0.481057,0.328588,0.363704,0.396347,0.416305,0.437697,0.470795,0.503236,0.472895,0.44184,0.419157,0.397824,0.364556,0.339086,0.396717,0.416758,0.438681,0.492879,0.43943,0.417448,1
86,'2024/04/07 20:53:55:580',1,0.21468,0.223591,0.233884,0.256012,0.291232,0.331755,0.37291,0.416725,0.456237,0.493049,0.528165,0.559538,0.578202,0.585653,0.589282,0.591048,0.234981,0.257626,0.291223,0.328991,0.364396,0.427165,0.462262,0.500401,0.534586,0.559926,0.397108,0.398673,0.400463,0.402359,0.360959,0.381582,0.403544,0.42469,0.443551,0.279808,0.301768,0.324434,0.346244,0.324861,0.302137,0.44995,0.472594,0.494756,0.517109,0.496262,0.47417,0.318884,0.352056,0.384621,0.404194,0.426305,0.460952,0.49606,0.463754,0.430409,0.407405,0.385861,0.352818,0.329032,0.384843,0.404843,0.427197,0.485381,0.427963,0.405759,1
87,'2024/04/07 20:53:55:613',1,0.208779,0.218696,0.232684,0.258191,0.296391,0.335773,0.374353,0.415245,0.453848,0.487434,0.522314,0.55504,0.574827,0.582912,0.585466,0.586381,0.230736,0.25527,0.288046,0.324791,0.357839,0.423061,0.456947,0.495146,0.529635,0.556328,0.39292,0.394744,0.396665,0.398696,0.357844,0.377911,0.399603,0.42085,0.440489,0.276459,0.297788,0.318717,0.339703,0.319477,0.298067,0.446339,0.467245,0.488323,0.50976,0.489827,0.468797,0.31458,0.347107,0.38033,0.40083,0.423976,0.458651,0.491534,0.462648,0.429653,0.405379,0.382672,0.348783,0.325721,0.380939,0.401769,0.425017,0.480798,0.426755,0.403297,1
88,'2024/04/07 20:53:55:675',1,0.20648,0.214492,0.226423,0.250339,0.287649,0.328625,0.369634,0.411654,0.449837,0.484744,0.519412,0.550768,0.569075,0.576834,0.579031,0.580256,0.229945,0.25318,0.285504,0.321824,0.355116,0.419473,0.453566,0.491259,0.524719,0.549933,0.389749,0.3914,0.393015,0.39457,0.355405,0.375638,0.39728,0.417399,0.436323,0.276602,0.297629,0.318333,0.338887,0.319153,0.297818,0.442924,0.463368,0.484051,0.505012,0.485086,0.464421,0.313797,0.346987,0.379043,0.398232,0.418949,0.452248,0.487086,0.456223,0.424554,0.402736,0.381991,0.349567,0.324229,0.379706,0.399075,0.420235,0.476134,0.42185,0.400828,1
89,'2024/04/07 20:53:55:708',1,0.19971,0.209442,0.221994,0.246457,0.284389,0.325012,0.364077,0.406941,0.447616,0.483697,0.520639,0.552509,0.570692,0.578027,0.580327,0.580965,0.221801,0.246276,0.27837,0.315282,0.347709,0.414015,0.449139,0.487996,0.522849,0.54788,0.384261,0.386204,0.388325,0.390651,0.349679,0.370287,0.392515,0.413397,0.432533,0.267829,0.290098,0.312023,0.333096,0.312671,0.290184,0.439316,0.460521,0.481717,0.503854,0.483491,0.462135,0.305612,0.340676,0.37313,0.394871,0.417524,0.451653,0.484682,0.456061,0.423815,0.399652,0.37661,0.342401,0.316881,0.373744,0.395762,0.418791,0.474749,0.420805,0.397447,1
90,'2024/04/07 20:53:55:741',1,0.197233,0.206891,0.2189,0.242335,0.279107,0.32072,0.361686,0.405342,0.446133,0.483141,0.518365,0.548538,0.566903,0.573391,0.576552,0.577788,0.219476,0.242267,0.275809,0.313814,0.349109,0.410887,0.445417,0.483866,0.519111,0.54587,0.381993,0.384395,0.386828,0.389271,0.350843,0.370352,0.391548,0.411213,0.429361,0.267819,0.28916,0.31111,0.332374,0.311815,0.289923,0.436104,0.457725,0.478958,0.501429,0.480614,0.459394,0.307101,0.341618,0.374174,0.394195,0.414892,0.448541,0.483461,0.45237,0.420876,0.398483,0.376808,0.343593,0.31819,0.37468,0.395001,0.416021,0.473604,0.418086,0.396574,1
91,'2024/04/07 20:53:55:774',1,0.19545,0.204889,0.217873,0.241474,0.277174,0.316633,0.356117,0.399536,0.438905,0.474981,0.511216,0.542944,0.562813,0.570652,0.573596,0.5749,0.213849,0.236704,0.268708,0.305976,0.340578,0.407434,0.442085,0.480675,0.514993,0.541344,0.376484,0.378433,0.380545,0.382659,0.34247,0.362815,0.384494,0.405599,0.42468,0.261228,0.282336,0.304736,0.326829,0.305826,0.283067,0.429873,0.452054,0.474412,0.49661,0.475964,0.453595,0.300627,0.333438,0.366687,0.387086,0.409205,0.444644,0.477744,0.447973,0.414268,0.391048,0.369124,0.33527,0.312147,0.367162,0.387852,0.410425,0.4675,0.411766,0.38931,1
92,'2024/04/07 20:53:55:808',1,0.191351,0.200617,0.213977,0.238404,0.27684,0.317928,0.358971,0.402162,0.44173,0.478127,0.514681,0.546332,0.563948,0.571047,0.574701,0.576984,0.213972,0.239912,0.274005,0.311582,0.346144,0.403034,0.438282,0.478018,0.513631,0.540765,0.37534,0.376979,0.378802,0.380822,0.340787,0.360353,0.381952,0.403203,0.422856,0.260056,0.282051,0.304123,0.325094,0.304339,0.28203,0.429568,0.451856,0.473265,0.495602,0.474578,0.453158,0.299901,0.332164,0.364956,0.385093,0.407314,0.442292,0.477344,0.446106,0.413195,0.389521,0.367642,0.334713,0.310453,0.365477,0.386038,0.408708,0.466998,0.410298,0.387475,1
93,'2024/04/07 20:53:55:840',1,0.193286,0.203358,0.215478,0.238755,0.274932,0.314566,0.354492,0.396915,0.437236,0.475435,0.513453,0.544705,0.56166,0.567778,0.571463,0.572634,0.210861,0.235822,0.270409,0.308567,0.343625,0.399825,0.435134,0.475435,0.511066,0.538915,0.373472,0.37534,0.377396,0.379535,0.34116,0.360898,0.381466,0.401707,0.420505,0.256371,0.278332,0.300692,0.322476,0.30114,0.278629,0.427035,0.448994,0.471067,0.493683,0.47298,0.45101,0.299637,0.333043,0.364295,0.384025,0.406098,0.439507,0.474052,0.44318,0.411971,0.388902,0.367487,0.335077,0.310026,0.365226,0.385027,0.407767,0.46475,0.408807,0.386166,1
94,'2024/04/07 20:53:55:873',1,0.18526,0.194138,0.20625,0.230322,0.268806,0.309687,0.350187,0.395567,0.436262,0.473799,0.510786,0.543569,0.561822,0.567508,0.568853,0.568847,0.206583,0.229648,0.262039,0.299197,0.334075,0.400998,0.435862,0.473652,0.508822,0.535224,0.371028,0.37356,0.376236,0.37885,0.339209,0.359314,0.381631,0.402784,0.421927,0.255315,0.27656,0.298179,0.319705,0.298578,0.276921,0.42557,0.44674,0.468108,0.490039,0.46975,0.44845,0.296955,0.33151,0.364138,0.383664,0.404746,0.439568,0.47494,0.444438,0.410855,0.388407,0.367382,0.333963,0.307583,0.364944,0.38452,0.406143,0.465151,0.408058,0.38612,1
95,'2024/04/07 20:53:55:906',1,0.186864,0.196797,0.208366,0.230183,0.265627,0.306147,0.346632,0.391029,0.432263,0.469646,0.505725,0.538016,0.557576,0.566331,0.56899,0.568145,0.206614,0.229315,0.262061,0.299456,0.33512,0.399223,0.433723,0.472252,0.506791,0.53325,0.369367,0.371574,0.373801,0.376099,0.336605,0.35659,0.378178,0.39935,0.41907,0.253593,0.275268,0.297733,0.31973,0.298593,0.275761,0.424576,0.446286,0.467879,0.48999,0.469187,0.447531,0.296604,0.32983,0.360867,0.380747,0.401943,0.435704,0.470686,0.438859,0.406595,0.384158,0.362714,0.331338,0.307891,0.361285,0.381494,0.403362,0.460213,0.404056,0.382622,1
96,'2024/04/07 20:53:55:939',1,0.185063,0.194048,0.204749,0.225396,0.260876,0.302249,0.344698,0.390588,0.433463,0.471296,0.506763,0.537231,0.555191,0.562337,0.565214,0.565498,0.205985,0.229392,0.262905,0.300864,0.335635,0.398538,0.433466,0.472035,0.506877,0.532957,0.369129,0.371135,0.373155,0.375408,0.335321,0.355639,0.376512,0.397513,0.417264,0.254081,0.275457,0.297605,0.319095,0.298542,0.275983,0.423139,0.445557,0.466797,0.4889,0.467987,0.446861,0.291979,0.324975,0.357596,0.378426,0.401837,0.437015,0.471501,0.441042,0.407107,0.382756,0.360578,0.327021,0.303445,0.357976,0.379064,0.403029,0.46052,0.404517,0.38094,1
97,'2024/04/07 20:53:55:972',1,0.183835,0.192385,0.203724,0.22656,0.261722,0.301681,0.343254,0.389246,0.43107,0.468386,0.504789,0.536833,0.555284,0.562444,0.565346,0.564933,0.2013,0.224058,0.257843,0.296188,0.332785,0.39513,0.430955,0.470231,0.505733,0.531956,0.366227,0.368449,0.370541,0.37266,0.332964,0.352693,0.374263,0.395503,0.415078,0.250516,0.272508,0.294393,0.316169,0.295148,0.272704,0.420749,0.442059,0.463461,0.486482,0.465417,0.443803,0.290676,0.322785,0.35559,0.376186,0.398896,0.433389,0.468717,0.438321,0.405268,0.381339,0.358688,0.325037,0.301895,0.356088,0.376996,0.400129,0.457735,0.402442,0.379348,1
98,'2024/04/07 20:53:56:006',1,0.185889,0.195071,0.20692,0.229515,0.265609,0.306043,0.34815,0.394459,0.435969,0.472902,0.50913,0.540097,0.557941,0.563567,0.565882,0.566437,0.204418,0.227051,0.259395,0.296575,0.330107,0.392328,0.426941,0.466365,0.502905,0.531091,0.365086,0.366953,0.368827,0.370795,0.331892,0.352253,0.374517,0.395745,0.415505,0.252558,0.273539,0.295301,0.317252,0.296009,0.273872,0.420869,0.441887,0.463346,0.485904,0.465239,0.443769,0.290585,0.323355,0.355386,0.37745,0.3999,0.436402,0.47207,0.441098,0.406996,0.38278,0.35914,0.325465,0.301797,0.356289,0.378491,0.401374,0.461894,0.403813,0.380884,1
99,'2024/04/07 20:53:56:038',1,0.184948,0.193931,0.203376,0.225252,0.261676,0.304273,0.347255,0.392769,0.434154,0.472439,0.509764,0.542261,0.559694,0.565223,0.567828,0.57004,0.201481,0.224682,0.259366,0.298026,0.334067,0.396296,0.430823,0.470331,0.505964,0.533731,0.367217,0.36945,0.371768,0.374215,0.334047,0.35473,0.376399,0.397475,0.416625,0.249847,0.271776,0.29431,0.316302,0.29542,0.272573,0.422314,0.443965,0.466027,0.490255,0.467786,0.445563,0.290736,0.325005,0.357512,0.378578,0.400796,0.435611,0.471156,0.439739,0.406559,0.383036,0.360434,0.327035,0.301842,0.35832,0.379492,0.402153,0.460312,0.403433,0.380806,1
100,'2024/04/07 20:53:56:071',1,0.182431,0.192012,0.204958,0.229187,0.267061,0.308237,0.349107,0.392166,0.432223,0.468342,0.504286,0.536655,0.556071,0.564636,0.567832,0.566597,0.203832,0.228337,0.261194,0.298676,0.333035,0.396567,0.432341,0.470393,0.505138,0.533249,0.368197,0.37024,0.372376,0.374597,0.33496,0.354924,0.375809,0.397169,0.416672,0.25085,0.272956,0.294985,0.316005,0.295705,0.273518,0.422243,0.444578,0.466041,0.488387,0.467959,0.446271,0.293745,0.327257,0.359404,0.378419,0.40083,0.436011,0.470937,0.439959,0.406713,0.383079,0.361846,0.328925,0.304855,0.359991,0.379119,0.402107,0.46046,0.403942,0.381032,1
101,'2024/04/07 20:53:56:104',1,0.190977,0.199062,0.211013,0.234023,0.268844,0.307528,0.346778,0.388759,0.428959,0.467123,0.504057,0.537463,0.557587,0.565871,0.569374,0.570466,0.209479,0.231228,0.263915,0.300879,0.334438,0.39734,0.433141,0.47269,0.509023,0.535914,0.369314,0.370851,0.372424,0.373758,0.334816,0.35492,0.376036,0.396829,0.415578,0.255179,0.277091,0.298941,0.320022,0.299935,0.277617,0.422615,0.444706,0.466177,0.487864,0.467593,0.445857,0.293983,0.325764,0.357418,0.377416,0.399713,0.434843,0.469335,0.438801,0.405084,0.381185,0.359494,0.327315,0.305095,0.357747,0.377903,0.400939,0.458399,0.402392,0.379412,1
102,'2024/04/07 20:53:56:137',1,0.184227,0.194113,0.205288,0.228906,0.266732,0.307019,0.347183,0.391293,0.431882,0.469376,0.50735,0.540352,0.558386,0.565432,0.568226,0.568813,0.203854,0.228656,0.26319,0.301916,0.337586,0.397624,0.433032,0.471815,0.506849,0.534556,0.370416,0.372465,0.374762,0.377051,0.336303,0.356591,0.378423,0.399729,0.419416,0.252465,0.274689,0.296905,0.318021,0.297135,0.274901,0.425235,0.446421,0.468401,0.491067,0.470279,0.448386,0.295799,0.330659,0.362778,0.38165,0.40261,0.436232,0.470931,0.438684,0.406892,0.384643,0.364233,0.331622,0.306308,0.363024,0.382185,0.403519,0.461256,0.404421,0.382948,1
103,'2024/04/07 20:53:56:171',1,0.192861,0.202324,0.21394,0.237377,0.273789,0.314046,0.354643,0.397801,0.437733,0.473533,0.509547,0.542625,0.56144,0.568678,0.570785,0.570873,0.20727,0.230494,0.264101,0.302838,0.33816,0.402639,0.437634,0.477038,0.512422,0.539215,0.374483,0.376503,0.378711,0.380764,0.340031,0.360673,0.382222,0.403053,0.422565,0.256357,0.27847,0.300126,0.321785,0.30127,0.279106,0.427959,0.44989,0.471683,0.49429,0.473238,0.451116,0.299632,0.33252,0.364793,0.384255,0.406799,0.441189,0.475856,0.445246,0.412584,0.388922,0.367392,0.334536,0.310914,0.365158,0.384909,0.407905,0.464103,0.409922,0.386828,1
104,'2024/04/07 20:53:56:207',1,0.194203,0.201984,0.213153,0.235763,0.273029,0.31484,0.354997,0.398627,0.438378,0.475373,0.51139,0.544595,0.562906,0.569683,0.571987,0.572272,0.218121,0.240432,0.272504,0.309299,0.341843,0.404095,0.439476,0.478468,0.513583,0.540568,0.37605,0.378002,0.379949,0.38198,0.341584,0.361696,0.384011,0.405056,0.425024,0.263236,0.28486,0.305837,0.326746,0.306535,0.285286,0.430269,0.451735,0.472711,0.495281,0.474288,0.45343,0.299156,0.333047,0.366904,0.387007,0.409144,0.44496,0.479557,0.44903,0.414502,0.39079,0.368824,0.334455,0.310309,0.36728,0.387743,0.410425,0.469016,0.412063,0.389155,1
105,'2024/04/07 20:53:56:236',1,0.197443,0.207176,0.219,0.242309,0.278463,0.320166,0.360999,0.403153,0.441286,0.47775,0.514369,0.54691,0.565292,0.572259,0.576028,0.578116,0.216036,0.240611,0.275643,0.314602,0.350076,0.409404,0.443306,0.48221,0.516703,0.543973,0.381854,0.384091,0.386292,0.388591,0.347147,0.367256,0.388869,0.409892,0.429384,0.264256,0.28667,0.30903,0.330497,0.30941,0.286725,0.43499,0.456129,0.478188,0.500681,0.479751,0.457948,0.304209,0.337601,0.369833,0.390996,0.414507,0.448255,0.481394,0.451932,0.419225,0.394955,0.371866,0.339066,0.315521,0.370248,0.391719,0.415776,0.47134,0.416365,0.392782,1
106,'2024/04/07 20:53:56:268',1,0.200767,0.209542,0.220483,0.242987,0.279717,0.319852,0.361322,0.405467,0.445995,0.482967,0.520047,0.553001,0.57167,0.578522,0.581775,0.58342,0.221155,0.244942,0.280088,0.31936,0.354573,0.410712,0.446363,0.486909,0.523555,0.550836,0.384701,0.386722,0.388676,0.390578,0.352013,0.371378,0.392058,0.412623,0.431299,0.269184,0.290797,0.312453,0.333905,0.312632,0.291032,0.437956,0.459401,0.481139,0.503587,0.482758,0.461254,0.309508,0.342104,0.374211,0.394785,0.417448,0.452012,0.485016,0.455679,0.423148,0.398396,0.376026,0.343649,0.320256,0.374692,0.395512,0.418826,0.474612,0.420231,0.396619,1
107,'2024/04/07 20:53:56:301',1,0.200662,0.209561,0.221327,0.243557,0.281028,0.323119,0.364791,0.410141,0.451202,0.488011,0.524012,0.554537,0.571142,0.577018,0.580278,0.581837,0.225466,0.248711,0.281943,0.318731,0.35336,0.419153,0.45469,0.492487,0.527023,0.552217,0.389582,0.391906,0.394117,0.396306,0.355606,0.375894,0.397129,0.41735,0.436073,0.273104,0.295129,0.31716,0.337492,0.317401,0.295434,0.441942,0.46325,0.484633,0.507555,0.48657,0.465174,0.312039,0.346053,0.378371,0.398956,0.420285,0.45519,0.488242,0.458219,0.424958,0.402443,0.380062,0.346673,0.323319,0.378905,0.399671,0.421449,0.477605,0.42229,0.400603,1
108,'2024/04/07 20:53:56:334',1,0.206504,0.215337,0.22698,0.249225,0.285229,0.326503,0.366959,0.411087,0.451658,0.488148,0.523233,0.554987,0.572728,0.580189,0.585644,0.588539,0.227325,0.252772,0.28731,0.325139,0.359793,0.424103,0.459448,0.497655,0.531319,0.557579,0.394008,0.395727,0.39741,0.399217,0.357769,0.378322,0.399511,0.419845,0.43894,0.275506,0.298263,0.31993,0.34093,0.320538,0.298406,0.445828,0.468397,0.489657,0.512006,0.491081,0.469793,0.315702,0.349463,0.38094,0.400655,0.422797,0.457978,0.492274,0.460457,0.426883,0.403682,0.382065,0.35031,0.326968,0.38107,0.401041,0.423588,0.481549,0.424687,0.401993,1
109,'2024/04/07 20:53:56:367',1,0.212767,0.220403,0.230413,0.250749,0.284504,0.323574,0.365394,0.411373,0.45432,0.492458,0.52953,0.561076,0.577319,0.582366,0.58568,0.587188,0.231999,0.256324,0.28846,0.324381,0.358314,0.428469,0.46335,0.499798,0.532617,0.558466,0.395495,0.397236,0.398865,0.400494,0.361551,0.381275,0.401754,0.421928,0.440989,0.2779,0.300339,0.322005,0.342337,0.322277,0.300373,0.449564,0.470936,0.492732,0.515227,0.494415,0.472635,0.317752,0.350461,0.382571,0.402403,0.424947,0.458788,0.493093,0.462081,0.42977,0.406311,0.384838,0.352179,0.327524,0.382864,0.402858,0.426031,0.48326,0.427918,0.404792,1
110,'2024/04/07 20:53:56:402',1,0.212719,0.22182,0.23385,0.257209,0.292922,0.333752,0.374843,0.417747,0.458171,0.494437,0.529575,0.561989,0.58087,0.587891,0.591229,0.592386,0.235402,0.260445,0.293656,0.331216,0.365239,0.428745,0.46335,0.50116,0.534465,0.560563,0.401256,0.403266,0.405239,0.406934,0.366927,0.386973,0.407938,0.427525,0.44616,0.283973,0.306614,0.327651,0.349269,0.328362,0.307044,0.450659,0.471599,0.492544,0.515403,0.493579,0.472748,0.323788,0.357726,0.391068,0.40932,0.428681,0.463304,0.497412,0.466777,0.433767,0.413316,0.393444,0.35937,0.334464,0.391435,0.40972,0.429696,0.48687,0.431542,0.411638,1
111,'2024/04/07 20:53:56:434',1,0.216789,0.225287,0.237192,0.260681,0.296939,0.337784,0.377142,0.418812,0.458291,0.493304,0.528501,0.561033,0.579794,0.58775,0.592138,0.593852,0.240826,0.265038,0.296614,0.332969,0.36733,0.436198,0.470717,0.50722,0.53964,0.563591,0.405208,0.406953,0.408716,0.410288,0.370533,0.390039,0.410843,0.430285,0.448261,0.288899,0.310942,0.332418,0.352385,0.332868,0.311448,0.456528,0.477895,0.499108,0.521435,0.500128,0.479102,0.326218,0.358933,0.392501,0.411874,0.433484,0.46598,0.497658,0.468194,0.437479,0.414704,0.393117,0.360013,0.336878,0.392655,0.412632,0.434613,0.487014,0.435105,0.413066,1
112,'2024/04/07 20:53:56:467',1,0.219746,0.227703,0.239167,0.260672,0.295807,0.334866,0.373967,0.418105,0.4601,0.496678,0.531594,0.562856,0.58142,0.590653,0.595127,0.597527,0.244109,0.268436,0.302221,0.339332,0.372858,0.436424,0.470624,0.507785,0.540216,0.565502,0.407277,0.408853,0.410245,0.411628,0.370548,0.390942,0.412242,0.432658,0.451494,0.291017,0.312999,0.334862,0.356007,0.335682,0.313568,0.45874,0.480936,0.502253,0.523694,0.503837,0.48243,0.327706,0.360371,0.392807,0.412433,0.434373,0.46776,0.500574,0.470492,0.438604,0.415261,0.394218,0.361354,0.337964,0.393306,0.412945,0.435436,0.489729,0.436295,0.413653,1
113,'2024/04/07 20:53:56:499',1,0.217987,0.22825,0.242018,0.267036,0.303667,0.34573,0.386258,0.428569,0.467882,0.501481,0.536258,0.566116,0.583378,0.591301,0.595543,0.598078,0.244164,0.26945,0.304043,0.342655,0.377218,0.437356,0.470707,0.508291,0.5426,0.568514,0.411625,0.413923,0.416474,0.418735,0.375557,0.396588,0.418836,0.439159,0.457597,0.292873,0.315795,0.337098,0.358794,0.33814,0.316098,0.459133,0.481579,0.50272,0.524766,0.503911,0.482946,0.328353,0.363591,0.397688,0.418006,0.440056,0.473424,0.506501,0.475839,0.444292,0.420965,0.398792,0.363623,0.34039,0.397859,0.418491,0.441033,0.495073,0.442006,0.419525,1
114,'2024/04/07 20:53:56:532',1,0.222341,0.23301,0.24474,0.266289,0.302486,0.344195,0.386041,0.429806,0.469489,0.506254,0.541845,0.573875,0.591348,0.598098,0.602183,0.60407,0.244581,0.269717,0.304131,0.341389,0.374526,0.437581,0.470662,0.507542,0.5407,0.568692,0.409689,0.412016,0.414433,0.416913,0.377388,0.396355,0.416703,0.436933,0.455316,0.291678,0.314375,0.336446,0.35781,0.337422,0.314946,0.459941,0.481907,0.503255,0.525406,0.504681,0.483667,0.33229,0.36652,0.39848,0.418363,0.439833,0.472431,0.506432,0.47452,0.443757,0.42137,0.399192,0.367506,0.343637,0.398567,0.418731,0.440583,0.496416,0.441556,0.420014,1
115,'2024/04/07 20:53:56:566',1,0.222334,0.232208,0.245017,0.26857,0.304358,0.345208,0.386022,0.429864,0.469407,0.503126,0.538651,0.569915,0.587797,0.595731,0.600506,0.602717,0.24939,0.273487,0.306521,0.343678,0.376633,0.442425,0.475787,0.512523,0.545442,0.570458,0.412832,0.414624,0.416738,0.418699,0.379325,0.398562,0.41935,0.439445,0.457604,0.2975,0.319915,0.341522,0.362576,0.342167,0.319975,0.461948,0.483625,0.5045,0.525848,0.505823,0.484878,0.331733,0.368215,0.400623,0.420265,0.441691,0.474788,0.509394,0.478224,0.446995,0.424175,0.402606,0.368874,0.342499,0.400754,0.42089,0.442749,0.499737,0.444536,0.422523,1
