@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute '' numeric

@data
643,'2024/04/07 20:54:18:581',2,0.160133,0.170127,0.190095,0.222812,0.265658,0.315436,0.365249,0.418683,0.46985,0.512375,0.550331,0.580594,0.605391,0.626638,0.638337,0.64418,0.216949,0.25715,0.307598,0.359444,0.40534,0.459572,0.501065,0.547185,0.590966,0.618198,0.439002,0.441852,0.445759,0.449125,0.382669,0.410154,0.440066,0.467543,0.491769,0.28577,0.315845,0.343904,0.372397,0.343785,0.314768,0.484971,0.512885,0.538812,0.564588,0.539435,0.513406,0.339123,0.380759,0.416475,0.43632,0.45703,0.481415,0.504081,0.478586,0.455305,0.433798,0.412745,0.378498,0.353838,0.415598,0.43592,0.456933,0.489683,0.455655,0.434649,2
644,'2024/04/07 20:54:18:614',2,0.154136,0.16725,0.187054,0.218523,0.262257,0.313409,0.368558,0.423961,0.475306,0.514196,0.54875,0.578929,0.60144,0.623042,0.636781,0.643992,0.213118,0.254162,0.306055,0.359428,0.405287,0.467764,0.505171,0.549186,0.591285,0.61783,0.440959,0.444653,0.448933,0.45292,0.384217,0.41222,0.442161,0.470042,0.493647,0.280949,0.311498,0.339891,0.368869,0.338735,0.309444,0.487225,0.514926,0.541038,0.566651,0.54147,0.515599,0.340357,0.381682,0.416982,0.438605,0.460841,0.483406,0.506377,0.48169,0.460594,0.436944,0.414082,0.380418,0.355543,0.416127,0.438124,0.460729,0.49155,0.460245,0.43778,2
645,'2024/04/07 20:54:18:642',2,0.149972,0.162329,0.18238,0.214365,0.258607,0.30962,0.363691,0.415537,0.465025,0.503845,0.538286,0.571797,0.599347,0.622322,0.636621,0.644153,0.213056,0.254968,0.305855,0.359014,0.40614,0.465254,0.505712,0.551024,0.593401,0.623834,0.440783,0.44362,0.447316,0.450408,0.383848,0.411147,0.439851,0.466844,0.489806,0.278527,0.310025,0.33922,0.366976,0.337794,0.308309,0.490177,0.518796,0.545222,0.569986,0.545037,0.518718,0.339894,0.379611,0.415521,0.435796,0.456599,0.47822,0.499817,0.475519,0.454976,0.433167,0.411028,0.3776,0.35469,0.414161,0.43491,0.456019,0.484223,0.455118,0.434208,2
646,'2024/04/07 20:54:18:675',2,0.148313,0.157072,0.173705,0.204464,0.250453,0.30429,0.358207,0.412834,0.465466,0.50814,0.54662,0.579062,0.601406,0.620047,0.633234,0.638977,0.21002,0.251404,0.30306,0.355017,0.400236,0.465037,0.504749,0.549062,0.591495,0.61832,0.435908,0.438686,0.441993,0.445015,0.37529,0.403795,0.435052,0.46341,0.488582,0.274047,0.305785,0.334344,0.362673,0.333831,0.30426,0.48423,0.513581,0.540558,0.5659,0.540464,0.513363,0.329131,0.373228,0.410032,0.432111,0.455105,0.481365,0.502685,0.479032,0.453936,0.429745,0.405894,0.37052,0.344581,0.408454,0.431086,0.454498,0.488098,0.453879,0.430777,2
647,'2024/04/07 20:54:18:708',2,0.155379,0.167959,0.187595,0.218037,0.261199,0.312283,0.365988,0.41922,0.469186,0.508923,0.544214,0.574483,0.599106,0.619418,0.634403,0.642467,0.214671,0.255874,0.307167,0.360255,0.405891,0.463999,0.504312,0.55027,0.593739,0.621929,0.438916,0.441897,0.445551,0.448785,0.384001,0.411181,0.439896,0.465617,0.488355,0.282524,0.312432,0.340379,0.368258,0.339639,0.311275,0.489237,0.517788,0.543617,0.56828,0.543492,0.51735,0.342428,0.382374,0.415206,0.436039,0.455772,0.478448,0.500645,0.475808,0.454429,0.433783,0.412527,0.381456,0.356659,0.414562,0.435469,0.455596,0.486202,0.454563,0.434747,2
648,'2024/04/07 20:54:18:741',2,0.154296,0.167711,0.185635,0.214173,0.255716,0.304927,0.357682,0.410865,0.462094,0.502679,0.540786,0.573996,0.59851,0.619406,0.634195,0.64173,0.214138,0.255176,0.30544,0.356925,0.404009,0.462223,0.502409,0.547828,0.589437,0.617683,0.436841,0.43967,0.443262,0.446303,0.380326,0.407435,0.436502,0.463088,0.486881,0.281094,0.311557,0.339293,0.36778,0.338383,0.309871,0.483429,0.511669,0.537117,0.561687,0.536577,0.510865,0.340283,0.379857,0.412813,0.431643,0.451168,0.472507,0.494804,0.470426,0.449678,0.429398,0.409069,0.378568,0.354987,0.411399,0.430865,0.450711,0.480769,0.450444,0.430969,2
649,'2024/04/07 20:54:18:774',2,0.16061,0.171432,0.190069,0.219252,0.26081,0.311037,0.363635,0.416359,0.466323,0.508446,0.544804,0.575953,0.600299,0.619353,0.631853,0.638981,0.216937,0.259168,0.309754,0.361143,0.406408,0.457663,0.497056,0.541498,0.584366,0.614084,0.438009,0.441514,0.445596,0.44934,0.382593,0.409363,0.438715,0.465806,0.489154,0.283449,0.313253,0.340728,0.368655,0.339664,0.311428,0.482187,0.509218,0.53501,0.56041,0.535215,0.509732,0.339447,0.379252,0.41413,0.434798,0.456791,0.48065,0.503736,0.477848,0.455015,0.432212,0.410207,0.377675,0.354264,0.412787,0.433916,0.456399,0.488851,0.455137,0.433188,2
650,'2024/04/07 20:54:18:808',2,0.163937,0.174396,0.190772,0.218258,0.258035,0.308083,0.361663,0.415431,0.467945,0.510861,0.547668,0.578604,0.599492,0.617079,0.630937,0.63872,0.21196,0.250162,0.300096,0.35238,0.398352,0.457748,0.500536,0.547539,0.590491,0.616085,0.43256,0.434677,0.437518,0.440181,0.374164,0.401639,0.431711,0.459858,0.484962,0.277514,0.306933,0.334251,0.361548,0.334251,0.306168,0.485882,0.51417,0.539645,0.56313,0.53911,0.513514,0.336717,0.375025,0.409091,0.429972,0.451477,0.475128,0.499282,0.473809,0.450967,0.428811,0.406468,0.373974,0.351467,0.408305,0.429292,0.451224,0.484123,0.450812,0.429236,2
651,'2024/04/07 20:54:18:841',2,0.161044,0.171167,0.18987,0.222397,0.266285,0.317216,0.366817,0.416164,0.463213,0.502224,0.538181,0.570321,0.595909,0.616282,0.628794,0.636075,0.214136,0.254357,0.304583,0.356094,0.401037,0.458663,0.500621,0.545894,0.587472,0.612401,0.435447,0.438843,0.442664,0.446059,0.380285,0.407088,0.436411,0.463859,0.488064,0.283583,0.313428,0.340916,0.368126,0.341326,0.312244,0.481582,0.507786,0.533792,0.559414,0.534669,0.508828,0.337152,0.377197,0.411973,0.432822,0.454315,0.478727,0.499955,0.476779,0.453845,0.431346,0.409147,0.375127,0.351569,0.411462,0.432351,0.454313,0.485341,0.453679,0.431975,2
652,'2024/04/07 20:54:18:874',2,0.159311,0.170073,0.187047,0.216919,0.258948,0.307802,0.359389,0.411494,0.461184,0.500694,0.537954,0.570262,0.594348,0.614024,0.62788,0.636065,0.215077,0.255464,0.303716,0.35471,0.399927,0.465785,0.50576,0.550746,0.591503,0.615722,0.435776,0.438148,0.44122,0.444043,0.377441,0.404361,0.433987,0.461747,0.486001,0.279651,0.310295,0.337978,0.365345,0.337297,0.308719,0.484859,0.513287,0.538502,0.562632,0.537893,0.51259,0.335958,0.376933,0.4107,0.431655,0.452902,0.475739,0.498919,0.47399,0.451325,0.429451,0.407398,0.374621,0.350796,0.40944,0.430777,0.452492,0.485441,0.451786,0.430536,2
653,'2024/04/07 20:54:18:906',2,0.162576,0.174355,0.192928,0.222707,0.26424,0.31191,0.362649,0.415118,0.463937,0.503565,0.538998,0.571237,0.595048,0.615231,0.628732,0.636392,0.216836,0.255696,0.304304,0.354968,0.40139,0.459061,0.500829,0.546084,0.586362,0.613791,0.434282,0.436613,0.43968,0.442231,0.375376,0.402582,0.433015,0.461459,0.485781,0.282516,0.31156,0.339236,0.366465,0.339059,0.310671,0.481454,0.507752,0.533389,0.558936,0.534272,0.508794,0.335763,0.374132,0.40932,0.430847,0.451694,0.475053,0.495676,0.472259,0.44929,0.427767,0.405198,0.372035,0.350066,0.408264,0.430111,0.451274,0.481507,0.449492,0.428598,2
654,'2024/04/07 20:54:18:940',2,0.16218,0.177483,0.197189,0.228214,0.271579,0.322461,0.370026,0.420384,0.466015,0.503988,0.538413,0.569834,0.593578,0.613015,0.625969,0.634481,0.219818,0.255705,0.305075,0.356416,0.404742,0.466744,0.508435,0.551781,0.590516,0.61484,0.437892,0.441094,0.445026,0.448132,0.387432,0.412709,0.439573,0.463195,0.484442,0.285012,0.315086,0.342974,0.368332,0.341706,0.313847,0.486238,0.512859,0.538684,0.56234,0.538813,0.512958,0.34661,0.383345,0.416882,0.436275,0.454997,0.476878,0.49679,0.474584,0.454304,0.434981,0.414439,0.382986,0.360503,0.416255,0.435811,0.455191,0.483949,0.454077,0.435218,2
655,'2024/04/07 20:54:18:974',2,0.166085,0.183968,0.203081,0.231405,0.271398,0.31972,0.368665,0.418938,0.464445,0.501372,0.535878,0.567885,0.593084,0.61346,0.628639,0.637741,0.219811,0.256188,0.304125,0.356185,0.404795,0.465576,0.506424,0.55062,0.590342,0.614643,0.438386,0.441138,0.444633,0.447517,0.386234,0.411547,0.438634,0.462639,0.484191,0.285759,0.315114,0.343037,0.369952,0.342701,0.313978,0.484462,0.510093,0.535981,0.558638,0.535707,0.509736,0.346471,0.382248,0.415736,0.434898,0.454788,0.476151,0.495723,0.472903,0.452816,0.432149,0.411762,0.380688,0.361093,0.414831,0.43416,0.454539,0.482234,0.453225,0.433039,2
656,'2024/04/07 20:54:19:006',2,0.170952,0.184939,0.204625,0.234888,0.273572,0.320126,0.367841,0.418781,0.464913,0.50089,0.536425,0.568968,0.594021,0.61521,0.628089,0.634561,0.226671,0.261423,0.30774,0.357807,0.404861,0.467969,0.507077,0.550846,0.589369,0.613938,0.438179,0.440717,0.443953,0.4466,0.384897,0.40989,0.437544,0.462311,0.485249,0.289153,0.317805,0.345406,0.371123,0.344821,0.31654,0.48667,0.512362,0.537873,0.560868,0.5376,0.511936,0.344881,0.382722,0.417555,0.436144,0.454635,0.477107,0.497816,0.473206,0.452251,0.432785,0.41327,0.380831,0.359727,0.416587,0.435256,0.454311,0.483426,0.452536,0.433827,2
657,'2024/04/07 20:54:19:040',2,0.174713,0.191314,0.21016,0.239003,0.280752,0.330278,0.378869,0.426949,0.470174,0.504878,0.539981,0.570412,0.594027,0.613395,0.625688,0.631972,0.229638,0.263562,0.310382,0.361485,0.409295,0.472104,0.511417,0.552711,0.58914,0.610872,0.443451,0.446752,0.451066,0.454915,0.394332,0.419834,0.445608,0.468763,0.489364,0.293979,0.322169,0.348456,0.374075,0.349241,0.322405,0.488094,0.512652,0.536919,0.559838,0.53702,0.512588,0.353006,0.39137,0.42399,0.441729,0.45986,0.480533,0.49858,0.475984,0.456912,0.437793,0.418942,0.38849,0.366937,0.423172,0.441093,0.459741,0.485008,0.457048,0.438691,2
658,'2024/04/07 20:54:19:071',2,0.176919,0.192122,0.211259,0.241085,0.282518,0.331502,0.37893,0.427217,0.47089,0.506514,0.540516,0.570105,0.593258,0.612847,0.626165,0.633643,0.235947,0.27153,0.317576,0.366253,0.411055,0.477281,0.514394,0.555073,0.591246,0.613954,0.447437,0.45063,0.454728,0.458241,0.39514,0.421198,0.448945,0.473219,0.494998,0.299565,0.327244,0.353566,0.378383,0.35298,0.326068,0.492758,0.517175,0.540814,0.562834,0.540772,0.51705,0.355061,0.3922,0.425183,0.444074,0.463646,0.48382,0.501708,0.481015,0.46161,0.44154,0.421937,0.390404,0.36847,0.424446,0.443445,0.463393,0.489081,0.461919,0.442352,2
659,'2024/04/07 20:54:19:106',2,0.187949,0.202749,0.221399,0.249672,0.289014,0.33539,0.380722,0.428386,0.472439,0.508031,0.542484,0.573812,0.598227,0.617918,0.630464,0.637296,0.245142,0.280841,0.32575,0.373347,0.418269,0.485357,0.523446,0.563708,0.598313,0.61825,0.453431,0.456257,0.459793,0.462765,0.403378,0.427004,0.453376,0.476837,0.497837,0.308246,0.335651,0.362054,0.38758,0.361799,0.334455,0.497959,0.522283,0.546546,0.568441,0.5466,0.522239,0.359048,0.395321,0.429362,0.448705,0.467846,0.489036,0.507761,0.48527,0.465244,0.445444,0.425235,0.392821,0.372527,0.428436,0.447938,0.467448,0.494783,0.466022,0.446501,2
660,'2024/04/07 20:54:19:139',2,0.193288,0.207857,0.225817,0.254449,0.295417,0.344427,0.392173,0.438155,0.480581,0.515687,0.547696,0.576995,0.600369,0.618916,0.630495,0.637499,0.254226,0.288139,0.332956,0.380423,0.424043,0.489588,0.525562,0.564412,0.598621,0.619363,0.460247,0.463633,0.467894,0.471331,0.41107,0.435693,0.462016,0.484897,0.505043,0.314778,0.342662,0.369588,0.393697,0.368903,0.34144,0.503076,0.52638,0.550069,0.571541,0.550529,0.526878,0.367841,0.405577,0.439548,0.45761,0.476013,0.495565,0.513894,0.493132,0.47485,0.455821,0.436718,0.403963,0.381315,0.438608,0.456976,0.475903,0.501367,0.475349,0.456682,2
661,'2024/04/07 20:54:19:171',2,0.206916,0.22093,0.237418,0.263709,0.302801,0.349957,0.398071,0.445459,0.487498,0.520644,0.553264,0.581584,0.604001,0.62275,0.633506,0.640595,0.262483,0.294474,0.338389,0.385507,0.430755,0.494824,0.530507,0.568154,0.602207,0.622145,0.465805,0.46929,0.473943,0.478081,0.417755,0.44198,0.468009,0.491061,0.511657,0.321869,0.348913,0.374398,0.399219,0.374319,0.348251,0.508233,0.531932,0.555175,0.575085,0.554163,0.530993,0.377404,0.414447,0.446347,0.463924,0.482546,0.501784,0.518872,0.498523,0.480636,0.461528,0.44319,0.413044,0.390898,0.445411,0.462992,0.481978,0.50724,0.48112,0.462466,2
662,'2024/04/07 20:54:19:204',2,0.254233,0.256335,0.264742,0.286059,0.32124,0.364016,0.407002,0.45301,0.497845,0.53271,0.564714,0.592211,0.612922,0.629168,0.640326,0.646164,0.296139,0.325302,0.365151,0.404398,0.439927,0.498182,0.532477,0.570105,0.604985,0.627626,0.47365,0.474966,0.476892,0.478451,0.421494,0.445503,0.471752,0.49601,0.517189,0.345929,0.370008,0.392698,0.416486,0.392472,0.36943,0.516546,0.540064,0.5614,0.581908,0.5611,0.539799,0.379502,0.415616,0.446567,0.468128,0.490039,0.512651,0.53473,0.510841,0.488134,0.466272,0.443799,0.413262,0.390927,0.446096,0.467721,0.489765,0.522266,0.488583,0.466841,2
663,'2024/04/07 20:54:19:237',2,0.266182,0.269717,0.278449,0.300848,0.334901,0.376665,0.419008,0.462666,0.504763,0.539156,0.571966,0.599289,0.619513,0.635274,0.645497,0.65071,0.306919,0.334482,0.373996,0.414184,0.450903,0.508522,0.544139,0.581636,0.615974,0.63458,0.48271,0.484455,0.486823,0.48893,0.43234,0.456375,0.481982,0.505558,0.52659,0.355287,0.378987,0.402513,0.426919,0.403112,0.379101,0.525049,0.548792,0.570422,0.590377,0.569946,0.548038,0.394563,0.429937,0.45968,0.478645,0.498139,0.51897,0.537955,0.516898,0.496078,0.476151,0.455998,0.42726,0.406468,0.458888,0.478037,0.497681,0.525687,0.496527,0.477067,2
664,'2024/04/07 20:54:19:274',2,0.260998,0.265479,0.278576,0.304561,0.342199,0.386115,0.429001,0.473167,0.513677,0.545456,0.576739,0.604652,0.625866,0.642685,0.653238,0.65932,0.314841,0.346693,0.38811,0.430023,0.467701,0.518422,0.552207,0.589264,0.622559,0.641862,0.497282,0.499667,0.503181,0.506201,0.446377,0.470917,0.496588,0.519686,0.539414,0.367039,0.391559,0.414181,0.436838,0.414624,0.391205,0.535361,0.558369,0.578999,0.598228,0.578773,0.557898,0.408914,0.445145,0.475662,0.492925,0.511434,0.53049,0.547696,0.527375,0.508747,0.48956,0.470815,0.44176,0.42119,0.474467,0.491982,0.510962,0.535619,0.509447,0.490626,2
665,'2024/04/07 20:54:19:303',2,0.270509,0.277387,0.291899,0.31737,0.355561,0.401256,0.445194,0.488236,0.52768,0.55981,0.591439,0.617584,0.636322,0.65153,0.661168,0.667623,0.323313,0.353892,0.397518,0.440864,0.480097,0.529027,0.562371,0.598097,0.631006,0.648858,0.508376,0.511667,0.515855,0.519239,0.463109,0.486095,0.509658,0.529966,0.548,0.378704,0.402857,0.425653,0.447417,0.426094,0.402753,0.544975,0.566594,0.586354,0.605291,0.586189,0.566411,0.425095,0.459415,0.488726,0.506117,0.524354,0.541756,0.556379,0.538217,0.521653,0.50283,0.4849,0.456652,0.437666,0.487916,0.505227,0.523803,0.544255,0.521959,0.503735,2
666,'2024/04/07 20:54:19:335',2,0.284262,0.290391,0.303329,0.329037,0.367382,0.411435,0.453477,0.495856,0.534305,0.564445,0.59435,0.620676,0.640818,0.656399,0.667721,0.673286,0.334231,0.366079,0.407633,0.449249,0.488386,0.542746,0.576585,0.611822,0.642806,0.662375,0.519638,0.522052,0.525529,0.528465,0.470778,0.494009,0.518419,0.540407,0.559693,0.388344,0.413261,0.435965,0.458131,0.436048,0.41303,0.555481,0.577926,0.598277,0.617209,0.597848,0.577317,0.429776,0.465886,0.49739,0.514833,0.532934,0.553157,0.57095,0.550094,0.530793,0.512255,0.49375,0.463138,0.440847,0.496637,0.514341,0.532857,0.559235,0.531422,0.513088,2
667,'2024/04/07 20:54:19:370',2,0.280715,0.29382,0.309139,0.335932,0.375921,0.423785,0.470412,0.513453,0.551079,0.579131,0.608388,0.633237,0.652228,0.667776,0.678105,0.685823,0.341715,0.374332,0.418429,0.464552,0.508213,0.559962,0.594215,0.629597,0.660262,0.675919,0.536853,0.54057,0.545153,0.549342,0.489732,0.513404,0.537399,0.557444,0.574699,0.397718,0.423295,0.446805,0.469547,0.44774,0.4238,0.572324,0.593778,0.614417,0.632815,0.613465,0.593271,0.449783,0.485931,0.515138,0.531351,0.546688,0.562196,0.576112,0.558781,0.544449,0.52831,0.511743,0.483148,0.462489,0.513985,0.530315,0.546149,0.564785,0.54519,0.529517,2
668,'2024/04/07 20:54:19:402',2,0.303678,0.312684,0.327028,0.353198,0.393524,0.440204,0.483539,0.525577,0.561371,0.589287,0.61764,0.642673,0.661119,0.676096,0.686334,0.692618,0.365073,0.397397,0.439051,0.481221,0.519709,0.569874,0.602173,0.635905,0.66579,0.682441,0.549706,0.553548,0.558383,0.562548,0.504802,0.527812,0.552005,0.572049,0.589652,0.416899,0.441484,0.463997,0.485423,0.463924,0.441079,0.583523,0.603631,0.623219,0.642181,0.623335,0.603762,0.464773,0.499883,0.530028,0.546381,0.562604,0.579837,0.591991,0.575807,0.5603,0.543378,0.526395,0.497072,0.476604,0.529069,0.545344,0.562236,0.581083,0.561263,0.5447,2
669,'2024/04/07 20:54:19:435',2,0.309656,0.319367,0.333599,0.360623,0.402442,0.450448,0.49324,0.534043,0.570277,0.598494,0.628351,0.655039,0.674848,0.691797,0.703699,0.711298,0.379896,0.4141,0.455135,0.497185,0.535553,0.588408,0.620329,0.653796,0.682414,0.69906,0.564992,0.568559,0.572798,0.576611,0.51925,0.54209,0.565447,0.585116,0.6028,0.433315,0.458489,0.48066,0.501544,0.480602,0.458043,0.597577,0.619257,0.638715,0.656514,0.638923,0.619446,0.476261,0.512992,0.54347,0.559802,0.575835,0.592436,0.605148,0.587929,0.571758,0.555333,0.537835,0.509491,0.487973,0.542002,0.558461,0.575173,0.594981,0.573124,0.556733,2
670,'2024/04/07 20:54:19:467',2,0.324951,0.33513,0.352036,0.382458,0.425259,0.472577,0.513469,0.550628,0.583605,0.610289,0.638988,0.665868,0.686711,0.70363,0.714344,0.719775,0.392678,0.427733,0.469008,0.511361,0.550494,0.604359,0.635376,0.667502,0.695054,0.710374,0.581784,0.585654,0.590626,0.59502,0.536509,0.559531,0.583334,0.603362,0.620369,0.447195,0.473068,0.495778,0.517243,0.495871,0.472561,0.612524,0.632868,0.652349,0.670267,0.652016,0.63249,0.495329,0.532144,0.562657,0.577868,0.5931,0.608056,0.620165,0.604149,0.589985,0.5743,0.558199,0.529565,0.507226,0.56135,0.576736,0.592501,0.60954,0.59113,0.575696,2
671,'2024/04/07 20:54:19:500',2,0.33804,0.348953,0.364723,0.392672,0.43462,0.48403,0.528483,0.568899,0.601835,0.628795,0.658593,0.684245,0.703251,0.718748,0.728881,0.734103,0.411699,0.445518,0.487886,0.531063,0.570115,0.619922,0.650485,0.683782,0.711449,0.725172,0.599975,0.603977,0.608957,0.613414,0.554413,0.577039,0.600881,0.619543,0.636087,0.464743,0.490697,0.512753,0.534255,0.512979,0.490211,0.628415,0.649056,0.667868,0.685124,0.667531,0.648708,0.509633,0.548198,0.578721,0.594154,0.608916,0.623864,0.636607,0.619721,0.605754,0.590299,0.573844,0.545361,0.522167,0.577161,0.592847,0.608284,0.625863,0.606863,0.591692,2
672,'2024/04/07 20:54:19:534',2,0.383877,0.388565,0.399145,0.424347,0.462142,0.504865,0.545185,0.583878,0.617692,0.643187,0.669733,0.694425,0.712805,0.726816,0.737161,0.74205,0.439348,0.471294,0.509687,0.54853,0.585632,0.637732,0.668623,0.700049,0.727529,0.740023,0.615468,0.618446,0.62265,0.626192,0.568015,0.590373,0.613614,0.634171,0.651779,0.487807,0.511663,0.532907,0.553403,0.53264,0.511066,0.645673,0.66652,0.685673,0.703057,0.685075,0.665643,0.524945,0.560829,0.59191,0.607027,0.622626,0.639853,0.653207,0.635537,0.617947,0.601964,0.585267,0.556757,0.535887,0.590108,0.605597,0.621482,0.643095,0.619779,0.603974,2
673,'2024/04/07 20:54:19:567',2,0.428802,0.434954,0.444818,0.464689,0.495196,0.53195,0.569967,0.60849,0.643012,0.670501,0.692547,0.712955,0.726878,0.73841,0.747142,0.750653,0.465235,0.492389,0.529787,0.567707,0.602716,0.64441,0.675328,0.707884,0.736612,0.749733,0.629562,0.632824,0.636769,0.640491,0.586902,0.608459,0.630584,0.64987,0.666797,0.508323,0.530072,0.549419,0.569678,0.549723,0.530196,0.661226,0.681621,0.699612,0.716352,0.699385,0.681231,0.548077,0.581167,0.609052,0.625481,0.642083,0.659066,0.673248,0.656004,0.639571,0.622693,0.605121,0.577785,0.557837,0.607809,0.624563,0.641333,0.664059,0.64021,0.62358,2
674,'2024/04/07 20:54:19:600',2,0.433826,0.439099,0.450625,0.47224,0.504382,0.543543,0.582731,0.620865,0.656115,0.683939,0.709167,0.731455,0.746517,0.757423,0.765831,0.769941,0.477328,0.506774,0.545908,0.584497,0.620368,0.660718,0.693024,0.726438,0.755688,0.768301,0.646234,0.649031,0.652869,0.656341,0.600259,0.622468,0.64506,0.664831,0.682497,0.521774,0.544172,0.564398,0.58503,0.564405,0.544142,0.675808,0.697049,0.715813,0.733261,0.714822,0.696274,0.560916,0.595326,0.623298,0.638492,0.653624,0.669754,0.68455,0.666505,0.650218,0.634994,0.6187,0.591867,0.572065,0.621801,0.63735,0.652927,0.67455,0.651472,0.636424,2
675,'2024/04/07 20:54:19:633',2,0.450256,0.457283,0.467366,0.488063,0.520255,0.560649,0.601066,0.639513,0.673555,0.698969,0.721513,0.741446,0.755489,0.766631,0.775155,0.777959,0.493764,0.522421,0.56179,0.60069,0.635507,0.675211,0.706043,0.736676,0.764376,0.776001,0.660603,0.664692,0.669766,0.674662,0.618808,0.640209,0.661625,0.680487,0.697028,0.53984,0.561565,0.580966,0.599298,0.581136,0.561597,0.688951,0.708986,0.726896,0.742405,0.726005,0.708473,0.578667,0.613606,0.641289,0.65574,0.671335,0.686333,0.699891,0.683165,0.667811,0.652501,0.636252,0.609568,0.589022,0.639537,0.654375,0.670222,0.690787,0.669166,0.653878,2
676,'2024/04/07 20:54:19:666',2,0.440211,0.44725,0.460231,0.485851,0.524454,0.56746,0.608862,0.645868,0.678642,0.702073,0.722624,0.741286,0.757472,0.771227,0.781008,0.784093,0.499811,0.533895,0.574938,0.615512,0.652002,0.686325,0.716908,0.746673,0.772925,0.785764,0.675168,0.679713,0.685461,0.691018,0.631724,0.654086,0.676448,0.695346,0.71088,0.547308,0.57188,0.592286,0.610581,0.591866,0.57137,0.699307,0.719302,0.736579,0.752296,0.736301,0.719115,0.592357,0.628455,0.657998,0.671652,0.686309,0.700334,0.708931,0.696564,0.683035,0.668217,0.652473,0.625312,0.603324,0.65595,0.67016,0.684955,0.699896,0.684099,0.669748,2
677,'2024/04/07 20:54:19:700',2,0.447331,0.452899,0.464469,0.490075,0.528896,0.570817,0.611478,0.649043,0.681387,0.705143,0.727746,0.749193,0.765742,0.779265,0.788095,0.791709,0.511184,0.544325,0.585069,0.625235,0.66243,0.699421,0.729363,0.759036,0.785809,0.797096,0.686551,0.690755,0.696319,0.701492,0.640886,0.663594,0.686159,0.705167,0.720833,0.558026,0.582513,0.602129,0.621198,0.602453,0.5823,0.711718,0.732285,0.748882,0.763504,0.747693,0.731458,0.597624,0.635951,0.666169,0.679117,0.693036,0.705982,0.716353,0.701419,0.687756,0.673848,0.658809,0.631552,0.608159,0.663702,0.677052,0.691065,0.707516,0.69012,0.67633,2
678,'2024/04/07 20:54:19:733',2,0.487823,0.49187,0.499932,0.519262,0.550269,0.587643,0.626181,0.663421,0.69699,0.720228,0.740586,0.762023,0.778496,0.790456,0.79914,0.803293,0.53303,0.56202,0.598915,0.635287,0.668267,0.710069,0.737589,0.766533,0.793068,0.805797,0.692623,0.695223,0.698841,0.702331,0.649465,0.669813,0.690138,0.7089,0.724832,0.576086,0.596733,0.615246,0.634027,0.615007,0.59645,0.71943,0.73946,0.756817,0.772449,0.755973,0.738204,0.595929,0.630481,0.663372,0.684168,0.703515,0.724583,0.738837,0.720954,0.699634,0.678902,0.656396,0.625156,0.605616,0.661947,0.682996,0.702698,0.73005,0.700872,0.680795,2
